Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,,,Microsoft.Extensions.Configuration.Binder 9.0.12,,,,,"Microsoft.Extensions.Configuration.Binder, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.12,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.12  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,,,Microsoft.Extensions.Options 9.0.12,,,,,"Microsoft.Extensions.Options, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Options, and replace with new package Microsoft.Extensions.Options 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,,,Microsoft.Extensions.Options.ConfigurationExtensions 9.0.12,,,,,"Microsoft.Extensions.Options.ConfigurationExtensions, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Options.ConfigurationExtensions, and replace with new package Microsoft.Extensions.Options.ConfigurationExtensions 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,,,System.Text.Json 9.0.12,,,,,"System.Text.Json, 9.0.12  Recommendation:  Remove System.Text.Json, and replace with new package System.Text.Json 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Azure\AzureBlobSharedUri.cs,40,4,T:System.Uri,,,,,private static AzureBlobSharedUri Parse(Uri uri)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Azure\AzureBlobSharedUri.cs,24,4,T:System.Uri,,,,,"public static bool TryParse(Uri uri, out AzureBlobSharedUri sharedUri)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Azure\AzurePrivateBlobStorage.cs,36,8,T:System.Uri,,,,,var uri = new Uri(BuildResourcePath(relativePath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Azure\AzurePrivateBlobStorage.cs,36,8,M:System.Uri.#ctor(System.String),,,,,var uri = new Uri(BuildResourcePath(relativePath));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Azure\AzurePrivateBlobStorage.cs,15,4,T:System.Uri,,,,,public bool VerifySharedResourcePath(Uri uri)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Azure\AzureBlobStorageServiceCollectionExtensions.cs,60,8,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var configurationSection = configuration.GetSection(ConfigurationKey)              .Get<AzureBlobStorageSettings>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Azure\AzureBlobStorage.cs,66,4,T:System.Uri,,,,,"public async Task CopyAsync(string relativePath, Uri absoluteUri, CancellationToken cancellationToken)"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Azure\AzureBlobStorage.cs,17,69,T:System.Uri,,,,,Container.Uri
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\Azure\AzureBlobStorage.cs,17,40,T:System.Uri,,,,,Container.Uri
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\IPrivateBlobStorage.cs,9,4,T:System.Uri,,,,, bool VerifySharedResourcePath(Uri uri)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage\Enigmatry.Entry.BlobStorage.csproj,File,Enigmatry.Entry.BlobStorage\IBlobStorage.cs,15,4,T:System.Uri,,,,," Task CopyAsync(string relativeUri, Uri absoluteUri, CancellationToken cancellationToken)"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,147,8,T:System.Uri,,,,,_blobStorage.VerifySharedResourcePath(new Uri(path)).ShouldBeFalse();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,147,8,M:System.Uri.#ctor(System.String),,,,,_blobStorage.VerifySharedResourcePath(new Uri(path)).ShouldBeFalse();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,137,8,T:System.Uri,,,,,_blobStorage.VerifySharedResourcePath(new Uri(path)).ShouldBeFalse();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,137,8,M:System.Uri.#ctor(System.String),,,,,_blobStorage.VerifySharedResourcePath(new Uri(path)).ShouldBeFalse();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,126,8,T:System.Uri,,,,,_blobStorage.VerifySharedResourcePath(new Uri(path)).ShouldBeFalse();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,126,8,M:System.Uri.#ctor(System.String),,,,,_blobStorage.VerifySharedResourcePath(new Uri(path)).ShouldBeFalse();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,116,8,T:System.Uri,,,,,_blobStorage.VerifySharedResourcePath(new Uri(path)).ShouldBeTrue();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,116,8,M:System.Uri.#ctor(System.String),,,,,_blobStorage.VerifySharedResourcePath(new Uri(path)).ShouldBeTrue();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,97,8,T:System.Uri,,,,,"var isSasUriValid = AzureBlobSharedUri.TryParse(new Uri(path), out var sasUri);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,97,8,M:System.Uri.#ctor(System.String),,,,,"var isSasUriValid = AzureBlobSharedUri.TryParse(new Uri(path), out var sasUri);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,74,8,T:System.Uri,,,,,"var isSasUriValid = AzureBlobSharedUri.TryParse(new Uri(path), out var sasUri);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,74,8,M:System.Uri.#ctor(System.String),,,,,"var isSasUriValid = AzureBlobSharedUri.TryParse(new Uri(path), out var sasUri);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,60,8,T:System.Uri,,,,,"var isSasUriValid = AzureBlobSharedUri.TryParse(new Uri(path), out var sasUri);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,60,8,M:System.Uri.#ctor(System.String),,,,,"var isSasUriValid = AzureBlobSharedUri.TryParse(new Uri(path), out var sasUri);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,42,8,T:System.Uri,,,,,"var isSasUriValid = AzureBlobSharedUri.TryParse(new Uri(path), out var sasUri);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzurePrivateBlobStorageFixture.cs,42,8,M:System.Uri.#ctor(System.String),,,,,"var isSasUriValid = AzureBlobSharedUri.TryParse(new Uri(path), out var sasUri);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzureBlobStorageFixture.cs,43,8,T:System.Uri,,,,,"var blob = new BlobClient(new Uri($""https://{AccountName}.blob.core.windows.net/{ContainerName}/{ResourceName}""));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.BlobStorage.Tests\Enigmatry.Entry.BlobStorage.Tests.csproj,File,Enigmatry.Entry.BlobStorage.Tests\AzureBlobStorageFixture.cs,43,8,M:System.Uri.#ctor(System.String),,,,,"var blob = new BlobClient(new Uri($""https://{AccountName}.blob.core.windows.net/{ContainerName}/{ResourceName}""));"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.Core\Enigmatry.Entry.Core.csproj,File,Enigmatry.Entry.Core\Enigmatry.Entry.Core.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.12,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.2"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Enigmatry.Entry.Core\Enigmatry.Entry.Core.csproj,File,Enigmatry.Entry.Core\Enigmatry.Entry.Core.csproj,,,System.ComponentModel.Annotations 5.0.0,,,,,"System.ComponentModel.Annotations, 5.0.0  Recommendation:  Package functionality included with new framework reference"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.Core\Enigmatry.Entry.Core.csproj,File,Enigmatry.Entry.Core\Enigmatry.Entry.Core.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.Core.EntityFramework\Enigmatry.Entry.Core.EntityFramework.csproj,File,Enigmatry.Entry.Core.EntityFramework\Enigmatry.Entry.Core.EntityFramework.csproj,,,Microsoft.EntityFrameworkCore 9.0.12,,,,,"Microsoft.EntityFrameworkCore, 9.0.12  Recommendation:  Remove Microsoft.EntityFrameworkCore, and replace with new package Microsoft.EntityFrameworkCore 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.Core.EntityFramework\Enigmatry.Entry.Core.EntityFramework.csproj,File,Enigmatry.Entry.Core.EntityFramework\Enigmatry.Entry.Core.EntityFramework.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.Core.Tests\Enigmatry.Entry.Core.Tests.csproj,File,Enigmatry.Entry.Core.Tests\Enigmatry.Entry.Core.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.Csv\Enigmatry.Entry.Csv.csproj,File,Enigmatry.Entry.Csv\Enigmatry.Entry.Csv.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.Csv.Tests\Enigmatry.Entry.Csv.Tests.csproj,File,Enigmatry.Entry.Csv.Tests\Enigmatry.Entry.Csv.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,File,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,,,Microsoft.Extensions.Configuration.Binder 9.0.12,,,,,"Microsoft.Extensions.Configuration.Binder, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,File,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.12,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.12  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,File,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,,,Microsoft.Extensions.Options 9.0.12,,,,,"Microsoft.Extensions.Options, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Options, and replace with new package Microsoft.Extensions.Options 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,File,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,,,Microsoft.Extensions.Options.ConfigurationExtensions 9.0.12,,,,,"Microsoft.Extensions.Options.ConfigurationExtensions, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Options.ConfigurationExtensions, and replace with new package Microsoft.Extensions.Options.ConfigurationExtensions 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,File,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,File,Enigmatry.Entry.EmailClient\EmailClientStartupExtension.cs,25,12,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var smtpSettings = section.Get<SmtpSettings>()!;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Enigmatry.Entry.EmailClient\Enigmatry.Entry.Email.csproj,File,Enigmatry.Entry.EmailClient\EmailClientStartupExtension.cs,23,12,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,services.Configure<SmtpSettings>(section);
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.Email.Tests\Enigmatry.Entry.Email.Tests.csproj,File,Enigmatry.Entry.Email.Tests\Enigmatry.Entry.Email.Tests.csproj,,,Microsoft.Extensions.Configuration 9.0.12,,,,,"Microsoft.Extensions.Configuration, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Configuration, and replace with new package Microsoft.Extensions.Configuration 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.Email.Tests\Enigmatry.Entry.Email.Tests.csproj,File,Enigmatry.Entry.Email.Tests\Enigmatry.Entry.Email.Tests.csproj,,,Microsoft.Extensions.Logging 9.0.12,,,,,"Microsoft.Extensions.Logging, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.Email.Tests\Enigmatry.Entry.Email.Tests.csproj,File,Enigmatry.Entry.Email.Tests\Enigmatry.Entry.Email.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.EntityFramework\Enigmatry.Entry.EntityFramework.csproj,File,Enigmatry.Entry.EntityFramework\Enigmatry.Entry.EntityFramework.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 9.0.12,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 9.0.12  Recommendation:  Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.EntityFramework\Enigmatry.Entry.EntityFramework.csproj,File,Enigmatry.Entry.EntityFramework\Enigmatry.Entry.EntityFramework.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.12,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.EntityFramework\Enigmatry.Entry.EntityFramework.csproj,File,Enigmatry.Entry.EntityFramework\Enigmatry.Entry.EntityFramework.csproj,,,System.Text.Json 9.0.12,,,,,"System.Text.Json, 9.0.12  Recommendation:  Remove System.Text.Json, and replace with new package System.Text.Json 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.EntityFramework\Enigmatry.Entry.EntityFramework.csproj,File,Enigmatry.Entry.EntityFramework\Enigmatry.Entry.EntityFramework.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.EntityFramework.Tests\Enigmatry.Entry.EntityFramework.Tests.csproj,File,Enigmatry.Entry.EntityFramework.Tests\Enigmatry.Entry.EntityFramework.Tests.csproj,,,Microsoft.EntityFrameworkCore.InMemory 9.0.12,,,,,"Microsoft.EntityFrameworkCore.InMemory, 9.0.12  Recommendation:  Remove Microsoft.EntityFrameworkCore.InMemory, and replace with new package Microsoft.EntityFrameworkCore.InMemory 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.EntityFramework.Tests\Enigmatry.Entry.EntityFramework.Tests.csproj,File,Enigmatry.Entry.EntityFramework.Tests\Enigmatry.Entry.EntityFramework.Tests.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.12,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.12  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.EntityFramework.Tests\Enigmatry.Entry.EntityFramework.Tests.csproj,File,Enigmatry.Entry.EntityFramework.Tests\Enigmatry.Entry.EntityFramework.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.GraphApi\Enigmatry.Entry.GraphApi.csproj,File,Enigmatry.Entry.GraphApi\Enigmatry.Entry.GraphApi.csproj,,,Microsoft.Extensions.Configuration.Binder 9.0.12,,,,,"Microsoft.Extensions.Configuration.Binder, 9.0.12  Recommendation:  Remove Microsoft.Extensions.Configuration.Binder, and replace with new package Microsoft.Extensions.Configuration.Binder 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.GraphApi\Enigmatry.Entry.GraphApi.csproj,File,Enigmatry.Entry.GraphApi\Enigmatry.Entry.GraphApi.csproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 9.0.12,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 9.0.12  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Enigmatry.Entry.GraphApi\Enigmatry.Entry.GraphApi.csproj,File,Enigmatry.Entry.GraphApi\Enigmatry.Entry.GraphApi.csproj,,,System.Text.Json 9.0.12,,,,,"System.Text.Json, 9.0.12  Recommendation:  Remove System.Text.Json, and replace with new package System.Text.Json 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.GraphApi\Enigmatry.Entry.GraphApi.csproj,File,Enigmatry.Entry.GraphApi\Enigmatry.Entry.GraphApi.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Enigmatry.Entry.GraphApi\Enigmatry.Entry.GraphApi.csproj,File,Enigmatry.Entry.GraphApi\Extensions\ConfigurationExtension.cs,13,8,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var sectionSettings = configuration.GetSection(sectionName).Get<T>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Enigmatry.Entry.GraphApi\Enigmatry.Entry.GraphApi.csproj,File,Enigmatry.Entry.GraphApi\Injection\FixedTokenProvider.cs,12,4,T:System.Uri,,,,,"public Task<string> GetAuthorizationTokenAsync(Uri uri,          Dictionary<string, object>? additionalAuthenticationContext = null,          CancellationToken cancellationToken = new())"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.HealthChecks\Enigmatry.Entry.HealthChecks.csproj,File,Enigmatry.Entry.HealthChecks\Enigmatry.Entry.HealthChecks.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Enigmatry.Entry.HealthChecks\Enigmatry.Entry.HealthChecks.csproj,File,Enigmatry.Entry.HealthChecks\Extensions\ConfigurationExtensions.cs,15,8,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,var sectionSettings = configuration.GetSection(sectionName).Get<T>();
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.HealthChecks.Tests\Enigmatry.Entry.HealthChecks.Tests.csproj,File,Enigmatry.Entry.HealthChecks.Tests\Enigmatry.Entry.HealthChecks.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.Infrastructure\Enigmatry.Entry.Infrastructure.csproj,File,Enigmatry.Entry.Infrastructure\Enigmatry.Entry.Infrastructure.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Enigmatry.Entry.Infrastructure.Tests\Enigmatry.Entry.Infrastructure.Tests.csproj,File,Enigmatry.Entry.Infrastructure.Tests\Enigmatry.Entry.Infrastructure.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Enigmatry.Entry.Infrastructure.Tests\Enigmatry.Entry.Infrastructure.Tests.csproj,File,Enigmatry.Entry.Infrastructure.Tests\TimeProviderFixture.cs,26,8,"M:System.TimeSpan.FromMilliseconds(System.Int64,System.Int64)",,,,,Thread.Sleep(TimeSpan.FromMilliseconds(100));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Enigmatry.Entry.Infrastructure.Tests\Enigmatry.Entry.Infrastructure.Tests.csproj,File,Enigmatry.Entry.Infrastructure.Tests\TimeProviderFixture.cs,14,8,"M:System.TimeSpan.FromMilliseconds(System.Int64,System.Int64)",,,,,Thread.Sleep(TimeSpan.FromMilliseconds(100));
